ARTICLE_ID,TITLE,SECTION_TITLE,SECTION_TEXT
781702,Riall Johnson,Professional career,"Despite all his success in college he was selected in the 6th round of the 2001 NFL Draft by the Cincinnati Bengals. He played 3 years for the Bengals. He appeared in 32 games and made a total of 30 tackles most of which were on special teams.

After spending the 2008 CFL season with the Toronto Argonauts Johnson was traded to the Winnipeg Blue Bombers for linebacker Zeke Moreno on February 19 2009. He was traded to the Montreal Alouettes in September 2009.
"
414058,Kevin Conway (actor),Introduction,"




'''Kevin John Conway''' (born May 29 1942) is an American actor and film director.
"
729013,Argentina–England football rivalry,Early history,"
=== British influence on Argentine football ===


Alexander Watson Hutton ""the father of Argentine football"" founder of Alumni A.C. the best team of Argentina until its dissolution.
The goal scored by Ernesto Grillo during a 1953 friendly match (played at River Plate stadium) won by Argentina by 3-1.

In the latter half of the 19th century the Argentine capital Buenos Aires had a large expatriate British community of some 10000 people. As in many other parts of the world football was introduced to Argentina by the British. The first recorded football match played in Argentina was organized by the Buenos Aires Cricket Club in Palermo Buenos Aires on 20 June 1867 and played between two teams of British railway workers the White Caps and the Red Caps (it was common in the early days of football for teams to be distinguished by caps rather than jerseys).

The so-called ""father of Argentine football"" was a Glaswegian schoolteacher Alexander Watson Hutton who first taught football at the St. Andrew's Scots School in Buenos Aires in the early 1880s. On 4 February 1884 he founded the Buenos Aires English High School where he continued to instruct the pupils in the game. In 1898 Alumni Athletic Club a football team formed by the BAEHS students was established. Alumni would be the most successful team of Argentina winning a total of 22 titles until it was dissolved in 1913.

In 1891 Hutton established the Association Argentine Football League. Five clubs competed but only one season of games was played. A new league The Argentine Association Football League was formed 21 February 1893 and would eventually become the Argentine Football Association (AFA). In these early days of football in Argentina nearly all of the players and officials were expatriate Britons or of British extraction and the oldest football clubs in Argentina such as Rosario Central Newell's Old Boys and Quilmes A.C. were all founded by British expatriates. As the popularity of the game increased the British influence on the game waned and by 1912 the Association was renamed Asociación del Fútbol Argentino.

The British influence on the game in Argentina however shows in the continued use of terms such as ""corner"" and ""wing"" rather than their Spanish translations. The names of several famous teams in Argentina are also English in origin such as River Plate or influenced by the language such as Boca Juniors.

=== First matches ===
The national teams had met before their 1966 clash — Argentina were the first team other than Scotland to play England at Wembley Stadium in 1951 when the inaugural full international match between the sides ended with a 2–1 victory for England. They also played two matches in 1953 in Buenos Aires. The first a 3–1 victory for Argentina was considered an unofficial international by England who fielded a second-string team dubbed an FA XI. However this match appears in Argentina's list of official internationals and is listed as a full international by FIFA and so Argentines consider it to be their first ever victory over England. Afterwards one Argentine politician stated that ""we nationalised the railways and now we have nationalised football!"" 

The second 1953 international was an official match for both teams: England playing with a stronger line-up involving Alf Ramsey Nat Lofthouse and Tom Finney; Argentina sticking with the same line-up used in the first match. The game however was abandoned after 36 minutes due to torrential rain with a 0–0 scoreline. The teams next met in the 1962 FIFA World Cup in Chile where England's 3–1 victory in the group stage led to Argentina's exit from the tournament. Argentina's first victory over England in a full international occurred in a 1–0 win in June 1964 during the Taça de Nações friendly tournament in Brazil.
"
656116,Wilhelm Georg Berger,Introduction,"Wilhelm Georg Berger in 1970
'''Wilhelm Georg Berger''' (born 4 December 1929 Rupea; died 8 March 1993 Bucharest) was a Romanian composer musicologist violist and conductor.
"
648664,Vetchinkin (crater),Satellite craters,"By convention these features are identified on lunar maps by placing the letter on the side of the crater midpoint that is closest to Vetchinkin.




Vetchinkin 

Latitude

Longitude

Diameter



F

10.0° N

134.0° E

30 km



K

9.6° N

132.3° E

22 km



P

7.7° N

130.3° E

17 km



Q

9.6° N

130.7° E

23 km


Vetchinkin and its satellite craters"
142167,Foundation's Friends,Introduction,"'''''Foundation's Friends Stories in Honor of Isaac Asimov''''' is a 1989 book written in honor of science fiction author Isaac Asimov in the form of an anthology of short stories set in Asimov's universes particularly the ''Robot''/''Empire''/''Foundation'' universe. The anthology was edited by Martin H. Greenberg and contributing authors include Ray Bradbury Robert Silverberg Frederik Pohl Poul Anderson Harry Turtledove and Orson Scott Card.  A ""revised and expanded"" edition was published in 1997 which added numerous memorials and appreciations written by those who knew him many of them well-known authors and editors from the science fiction field.

* Hardback:  
* Paperback:  
* Revised and Expanded Edition (Paperback): 
"
184045,LEED,See also,"* Leeds (disambiguation)

"
472926,Takekoma Station,Adjacent stations,"



"
580339,Raimondo Montecuccoli,Bibliography,"The ''Memorie della guerra'' was published at Venice in 1703 and at Cologne in 1704.  A French edition was issued in Paris in 1712 and a Latin edition appeared in 1718 at Vienna and the German ''Kriegsnachrichten des Fürsten Raymundi Montecuccoli'' was issued at Leipzig in 1736. Of this work there are manuscripts in various libraries and many memoirs on military history tactics fortification written in Italian Latin and German remain still unedited in the archives of Vienna. The collected ''Opere di Raimondo Montecuccoli'' were published at Milan (1807) Turin (1821) and Venice (1840) and include political essays and poetry.
"
118177,Arne Anka,The Disney threat,"In the beginning of the 1990s The Walt Disney Company threatened to sue the author Charlie Christensen due to Arne Anka's similarity with Donald Duck. As a response Charlie Christensen drew a comic strip about Arne faking his own death so that he could have plastic surgery done to his beak in secrecy. Arne then returned with a new pointed beak and the pseudonym ''Alexander Barks'' was changed to ''Alexander X''.
After a while though Arne went to a novelty store to buy a fake beak which looked exactly like his old one. This new beak was drawn showing a small rubber band holding it in place until the threat of being sued was withdrawn. In the meanwhile however Disney's threat of a lawsuit which received very extensive publicity in Sweden had turned Arne Anka into a Swedish independence hero and increased his popularity manyfold.
"
734011,Preaching cross,Introduction,"
The Ruthwell Cross
A '''preaching cross''' is a Christian cross sometimes surmounting a pulpit which is erected outdoors to designate a preaching place.

In Britain and Ireland many free-standing upright crosses – or high crosses – were erected. Some of these crosses bear figurative or decorative carvings or inscriptions in runes. There are surviving free-standing crosses in Cornwall and Wales in the island of Iona and in the Hebrides as well as those in Ireland. Other stone crosses are found in Lancashire Cumbria and the Scottish Borders some of these in the Anglo-Saxon cross making tradition like the famous Ruthwell Cross. Whether these were especially associated with preaching is uncertain.  Later market crosses were generally not although all sorts of public announcements no doubt sometimes including preaching took place beside them.  
"
738328,Cândido Firmino de Mello-Leitão,Introduction,"C. de Mello Leitão at the International Congress of Entomology in Madrid 1935
'''Cândido Firmino de Mello-Leitão''' (July 17 1886 – December 14 1948) was a Brazilian zoologist who is considered the founder of Arachnology in South America publishing 198 papers on the taxonomy of Arachnida. He was also involved with education writing high-school textbooks and contributed to biogeography with essays on the distribution of Arachnida in the South American continent.
"
656851,Nairobi Agreement 1985,References,"
"
583960,Ann Medina,Introduction,"


'''Ann Medina''' is an American Canadian television journalist and documentary producer.
"
322128,Indoor field hockey,World Cup,"The International Hockey Federation organise the Indoor Hockey World Cup start from year 2003. The first Indoor World Cup was held in Leipzig Germany in 2003 where the home nation won both the men's and women's gold medals. Eurosport television ratings for the recent Indoor Hockey World Cup held in Leipzig Germany have shown the event to garner large audiences. A total of 20 million viewers watched 13 hours broadcast on Eurosport with ten matches aired live. Peak viewing audience reached 889000 viewers during the opening Poland vs.USA match with the average live viewing figure for the whole tournament at 601000. Germany and Poland Eurosport’s two strongest markets showed particular interest with more than 4 million different viewers tuning in from Germany and more than 1.5 million watching from Poland. The average audience calculated across several of Eurosport’s key territories showed a strong bias towards young males according to Eurosport’s research. Arnaud Simon Eurosport's Program Director commented: 'The first Indoor World Cup was a very exciting event well suited for television and with good production standards. These characteristics were rewarded with very strong ratings particularly considering that many of the matches were aired at off-peak viewing times.'

Els van Breda Vriesman the President of the International Hockey Federation added: 'The figures speak for themselves proving not only that hockey has mass appeal on television but also that the target audience presents a very attractive commercial proposition for potential sponsors and advertisers.'

Germany defended their titles in Vienna Austria in February 2007. The German men were successful although the women were beaten in the semi-final by Spain who went on to lose the final against the Netherlands.
"
